"","Date","Ring","Species","Age","Sex","Pit","Num.caught","PIT.year","hatch.year","Age.in.2021"
"1647",2019-07-10,"C3T0920","GRETI",3,"","01101793B2",3,2019,2019,"adult"
"1648",2020-11-16,"C3T0920","GRETI",4,"F","01101793B2",3,2020,2019,"adult"
"1649",2017-01-13,"B4R7077","BLUTI",6,"","01101793B5",2,2017,2015,"adult"
"1650",2017-05-08,"B4R7077","BLUTI",6,"","01101793B5",2,2017,2015,"adult"
"1651",2018-08-16,"C3T0608","GRETI",3,"","01101793B7",1,2018,2018,"adult"
"1652",2017-05-07,"B1V6950","BLUTI",6,"F","01101793B8",1,2017,2015,"adult"
"1653",2019-03-08,"B4R7345","BLUTI",5,"F","01101793BC",1,2019,2018,"adult"
"1656",2017-12-01,"B4R7241","BLUTI",3,"M","01101793C3",2,2017,2017,"adult"
"1657",2018-01-21,"B4R7241","BLUTI",5,"U","01101793C3",2,2018,2017,"adult"
"1658",2019-11-22,"B4R7625","BLUTI",6,"M","01101793C5",1,2019,2017,"adult"
"1659",2017-05-07,"B4R7099","BLUTI",5,"F","01101793C7",2,2017,2016,"adult"
"1660",2018-05-23,"B4R7099","BLUTI",6,"F","01101793C7",2,2018,2016,"adult"
"1661",2020-11-05,"B5H0014","BLUTI",4,"M","01101793C9",1,2020,2019,"adult"
"1663",2019-03-05,"B4R7345","BLUTI",5,"M","01101793D6",1,2019,2018,"adult"
"1664",2019-07-18,"B4R7567","BLUTI",3,"","01101793DA",1,2019,2019,"adult"
"1665",2019-05-13,"C3T0856","GRETI",6,"F","01101793DD",1,2019,2017,"adult"
"1672",2019-05-13,"B4R7468","BLUTI",5,"M","01101793FC",1,2019,2018,"adult"
"1674",2019-11-20,"B4R7624","MARTI",2,"","0110179405",1,2019,2019,"adult"
"1675",2017-12-09,"C3T0297","GRETI",3,"M","0110179409",2,2017,2017,"adult"
"1676",2018-01-10,"C3T0297","GRETI",5,"M","0110179409",2,2018,2017,"adult"
"1680",2017-12-01,"B4R7243","BLUTI",3,"F","011017941A",1,2017,2017,"adult"
"1682",2018-07-09,"B4R7382","MARTI",2,"M","0110179420",3,2018,2018,"adult"
"1683",2018-11-07,"B4R7382","MARTI",5,"","0110179420",3,2018,2017,"adult"
"1687",2018-01-09,"B4R7141","BLUTI",5,"M","011017942B",2,2018,2017,"adult"
"1689",2020-11-20,"B4A1886","BLUTI",4,"M","011017942D",1,2020,2019,"adult"
"1690",2017-12-09,"B4R7250","MARTI",4,"U","0110179431",1,2017,2016,"adult"
"1691",2020-09-28,"B4R7788","BLUTI",3,"M","011017944C",1,2020,2020,"first.year"
"1692",2018-05-14,"B4R7294","BLUTI",6,"M","011017944F",1,2018,2016,"adult"
"1693",2019-11-27,"B4R7633","BLUTI",6,"M","0110179451",1,2019,2017,"adult"
"1697",2019-11-28,"B4R7647","BLUTI",5,"F","0110179469",1,2019,2018,"adult"
"1703",2019-11-11,"B4R7607","BLUTI",6,"F","0110179475",4,2019,2017,"adult"
"1704",2019-12-29,"B4R7607","BLUTI",5,"F","0110179475",4,2019,2018,"adult"
"1705",2020-11-05,"B4R7607","BLUTI",4,"F","0110179475",4,2020,2019,"adult"
"1706",2020-11-18,"B4R7607","BLUTI",4,"F","0110179475",4,2020,2019,"adult"
"1707",2017-02-04,"B4R7092","BLUTI",5,"","011017947F",5,2017,2016,"adult"
"1708",2017-11-24,"B4R7092","BLUTI",4,"F","011017947F",5,2017,2016,"adult"
"1709",2017-12-09,"B4R7092","BLUTI",4,"F","011017947F",5,2017,2016,"adult"
"1710",2018-05-16,"B4R7092","BLUTI",6,"F","011017947F",5,2018,2016,"adult"
"1711",2018-12-13,"B4R7092","BLUTI",5,"F","011017947F",5,2018,2017,"adult"
"1713",2019-11-15,"B4R7622","BLUTI",6,"F","0110179483",1,2019,2017,"adult"
"1715",2018-05-17,"B4R7305","BLUTI",6,"F","0110179486",1,2018,2016,"adult"
"1717",2018-01-09,"B4R7264","MARTI",6,"","011017948B",1,2018,2016,"adult"
"1719",2020-11-06,"B5H0029","BLUTI",3,"M","0110179493",1,2020,2020,"first.year"
"1720",2020-11-10,"B4A1687","BLUTI",3,"F","011017949A",1,2020,2020,"first.year"
"1721",2018-10-05,"B4R7408","BLUTI",5,"","011017949C",1,2018,2017,"adult"
"1722",2019-10-28,"B4R7592","BLUTI",5,"F","01101794A4",1,2019,2018,"adult"
"1723",2019-10-23,"B4R7584","BLUTI",6,"M","01101794A8",1,2019,2017,"adult"
"1728",2018-01-25,"B4R7288","MARTI",5,"M","01101794C7",1,2018,2017,"adult"
"1730",2018-05-11,"B4R7292","BLUTI",6,"M","01101794C9",2,2018,2016,"adult"
"1731",2019-07-31,"B4R7292","BLUTI",4,"","01101794C9",2,2019,2018,"adult"
"1732",2017-11-29,"B4R7236","BLUTI",3,"F","01101794CF",4,2017,2017,"adult"
"1733",2017-12-01,"B4R7236","BLUTI",3,"","01101794CF",4,2017,2017,"adult"
"1734",2017-12-01,"B4R7236","BLUTI",3,"F","01101794CF",4,2017,2017,"adult"
"1735",2017-12-09,"B4R7236","BLUTI",3,"F","01101794CF",4,2017,2017,"adult"
"1736",2019-11-15,"B4R7615","BLUTI",5,"F","01101794E8",1,2019,2018,"adult"
"1744",2020-11-17,"B5H0106","BLUTI",4,"F","0110179508",1,2020,2019,"adult"
"1746",2019-10-23,"B4R7584","MARTI",2,"","011017950E",1,2019,2019,"adult"
"1748",2018-01-10,"B4P6915","BLUTI",6,"F","0110179511",1,2018,2016,"adult"
"1750",2019-11-28,"B4R7652","BLUTI",6,"M","0110179514",1,2019,2017,"adult"
"1752",2019-12-09,"B4R7684","MARTI",2,"","011017951E",1,2019,2019,"adult"
"1753",2018-10-05,"B4R7401","BLUTI",6,"F","0110179523",1,2018,2016,"adult"
"1754",2020-05-07,"B4R7724","BLUTI",6,"M","0110179525",1,2020,2018,"adult"
"1761",2016-11-23,"B4P6959","BLUTI",4,"M","011017953C",2,2016,2015,"adult"
"1762",2016-11-24,"B4P6959","BLUTI",4,"M","011017953C",2,2016,2015,"adult"
"1769",2019-11-11,"B4R7589","MARTI",2,"","011017956D",1,2019,2019,"adult"
"1772",2017-01-13,"B4R7080","BLUTI",5,"M","0110179577",1,2017,2016,"adult"
"1774",2020-12-04,"B4R7896","MARTI",2,"","0110179578",2,2020,2020,"first.year"
"1775",2020-11-18,"B4A1546","BLUTI",4,"F","0110179579",1,2020,2019,"adult"
"1776",2019-07-25,"B4R7569","BLUTI",3,"","011017957C",1,2019,2019,"adult"
"1777",2018-01-09,"B4R7268","BLUTI",3,"M","011017957D",1,2018,2018,"adult"
"1778",2019-11-28,"B4R7653","BLUTI",5,"","0110179595",1,2019,2018,"adult"
"1780",2016-11-04,"B4R7052","MARTI",3,"","011017959A",5,2016,2016,"adult"
"1781",2016-11-25,"B4R7052","MARTI",3,"M","011017959A",5,2016,2016,"adult"
"1782",2017-11-08,"B4R7052","MARTI",4,"U","011017959A",5,2017,2016,"adult"
"1783",2018-11-07,"B4R7052","MARTI",2,"","011017959A",5,2018,2018,"adult"
"1786",2018-11-07,"B4R7432","BLUTI",5,"M","01101795A8",1,2018,2017,"adult"
"1787",2020-11-18,"B5H0079","BLUTI",4,"M","01101795AC",1,2020,2019,"adult"
"1791",2020-02-19,"B4R7715","BLUTI",6,"M","01101795B7",1,2020,2018,"adult"
"1795",2017-11-29,"B4R7231","BLUTI",3,"M","01101795C4",6,2017,2017,"adult"
"1796",2018-01-10,"B4R7231","BLUTI",5,"M","01101795C4",6,2018,2017,"adult"
"1797",2018-05-17,"B4R7231","BLUTI",6,"","01101795C4",6,2018,2016,"adult"
"1798",2020-11-09,"B4R7231","BLUTI",4,"M","01101795C4",6,2020,2019,"adult"
"1799",2020-11-16,"B4R7231","BLUTI",4,"M","01101795C4",6,2020,2019,"adult"
"1801",2019-10-28,"B4R7589","MARTI",2,"","01101795D6",1,2019,2019,"adult"
"1805",2018-05-14,"B4R7295","BLUTI",6,"F","011017961E",1,2018,2016,"adult"
"1807",2018-11-07,"B4R7431","BLUTI",5,"M","0110179639",1,2018,2017,"adult"
"1810",2018-01-09,"B4R7261","BLUTI",5,"U","011017963C",1,2018,2017,"adult"
"1812",2019-11-15,"B4R7621","BLUTI",5,"F","0110179640",1,2019,2018,"adult"
"1813",2020-05-12,"B4R7913","BLUTI",5,"F","0110179643",1,2020,2019,"adult"
"1814",2018-07-09,"B4R7383","MARTI",4,"","0110179644",5,2018,2017,"adult"
"1815",2018-07-27,"B4R7383","MARTI",3,"","0110179644",5,2018,2018,"adult"
"1816",2018-08-10,"B4R7383","MARTI",4,"","0110179644",5,2018,2017,"adult"
"1817",2018-11-07,"B4R7383","MARTI",5,"","0110179644",5,2018,2017,"adult"
"1821",2020-11-12,"B4A1656","BLUTI",3,"F","0110179651",1,2020,2020,"first.year"
"1822",2020-11-05,"B5H0018","BLUTI",4,"M","0110179654",2,2020,2019,"adult"
"1823",2020-11-18,"B5H0018","BLUTI",4,"M","0110179654",2,2020,2019,"adult"
"1824",2020-11-05,"B5H0019","BLUTI",4,"M","0110179655",2,2020,2019,"adult"
"1825",2020-11-18,"B5H0019","BLUTI",4,"M","0110179655",2,2020,2019,"adult"
"1828",2019-05-17,"B4R7498","BLUTI",6,"F","011017965E",3,2019,2017,"adult"
"1829",2020-11-26,"B4R7498","BLUTI",4,"F","011017965E",3,2020,2019,"adult"
"1830",2020-12-04,"B4R7498","BLUTI",4,"M","011017965E",3,2020,2019,"adult"
"1833",2020-11-13,"B4A1650","BLUTI",4,"M","0110179674",1,2020,2019,"adult"
"1834",2020-10-21,"B4R7797","BLUTI",3,"M","0110179679",2,2020,2020,"first.year"
"1835",2020-11-11,"B4R7797","BLUTI",3,"M","0110179679",2,2020,2020,"first.year"
"1837",2020-11-18,"B5H0078","BLUTI",3,"M","01101796DB",1,2020,2020,"first.year"
"1839",2020-10-09,"B4R7789","BLUTI",3,"F","01101796DE",2,2020,2020,"first.year"
"1840",2020-11-11,"B4R7789","BLUTI",3,"M","01101796DE",2,2020,2020,"first.year"
"1841",2019-12-04,"B4R7678","BLUTI",5,"F","01101796E6",1,2019,2018,"adult"
"1849",2018-01-21,"B4R7281","BLUTI",3,"F","01101796FF",1,2018,2018,"adult"
"1850",2019-10-28,"B4R7594","BLUTI",6,"F","0110179705",1,2019,2017,"adult"
"1851",2018-10-05,"B4R7410","BLUTI",5,"M","011017970B",1,2018,2017,"adult"
"1854",2020-11-06,"B5H0021","BLUTI",4,"M","011017970F",1,2020,2019,"adult"
"1857",2018-05-16,"B4R7300","BLUTI",6,"M","011017977B",2,2018,2016,"adult"
"1858",2019-09-04,"B4R7300","BLUTI",4,"M","011017977B",2,2019,2018,"adult"
"1860",2016-11-04,"B4R7050","BLUTI",4,"M","0110179786",1,2016,2015,"adult"
"1862",2020-11-30,"B4R7722","BLUTI",4,"M","011017978A",1,2020,2019,"adult"
"1863",2020-11-06,"B5H0027","BLUTI",4,"M","011017978B",1,2020,2019,"adult"
"1864",2020-05-26,"B4R7778","BLUTI",6,"F","011017978F",1,2020,2018,"adult"
"1865",2020-10-28,"B5H0007","BLUTI",3,"","0110179790",1,2020,2020,"first.year"
"1866",2020-11-13,"B5H0057","BLUTI",3,"","0110179793",1,2020,2020,"first.year"
"1867",2020-08-11,"B4R7892","BLUTI",3,"","0110179798",1,2020,2020,"first.year"
"1869",2017-02-04,"B4R7090","BLUTI",6,"M","011017979E",3,2017,2015,"adult"
"1870",2017-02-07,"B4R7090","BLUTI",6,"M","011017979E",3,2017,2015,"adult"
"1871",2017-05-07,"B4R7090","BLUTI",6,"M","011017979E",3,2017,2015,"adult"
"1872",2018-01-21,"B4R7277","BLUTI",6,"F","01101797A2",3,2018,2016,"adult"
"1873",2018-05-16,"B4R7277","BLUTI",6,"F","01101797A2",3,2018,2016,"adult"
"1874",2018-10-18,"B4R7277","BLUTI",5,"F","01101797A2",3,2018,2017,"adult"
"1875",2020-10-20,"B4R7793","BLUTI",4,"M","01101797A3",1,2020,2019,"adult"
"1876",2018-07-12,"B4R7384","MARTI",2,"","01101797A4",1,2018,2018,"adult"
"1878",2020-10-21,"B4R7796","BLUTI",3,"M","01101797A9",3,2020,2020,"first.year"
"1879",2020-11-17,"B4R7796","BLUTI",3,"M","01101797A9",3,2020,2020,"first.year"
"1880",2020-11-24,"B4R7796","BLUTI",3,"","01101797A9",3,2020,2020,"first.year"
"1881",2020-05-06,"B4R7722","BLUTI",6,"M","01101797AA",1,2020,2018,"adult"
"1882",2019-11-28,"B4R7654","BLUTI",6,"F","01101797AE",1,2019,2017,"adult"
"1884",2019-03-08,"B4R7454","BLUTI",6,"F","01101797B5",1,2019,2017,"adult"
"1887",2020-10-30,"B4A1300","BLUTI",4,"M","0110179816",3,2020,2019,"adult"
"1888",2020-11-13,"B4A1300","BLUTI",4,"F","0110179816",3,2020,2019,"adult"
"1889",2020-11-18,"B4A1300","BLUTI",4,"F","0110179816",3,2020,2019,"adult"
"1891",2020-05-07,"B4R7725","BLUTI",6,"M","0110179829",1,2020,2018,"adult"
"1893",2019-01-12,"C3T0705","GRETI",6,"M","011017982C",1,2019,2017,"adult"
"1894",2017-01-29,"B4R7082","BLUTI",5,"M","011017982F",1,2017,2016,"adult"
"1897",2019-07-10,"B4R7563","MARTI",4,"","0110179837",1,2019,2018,"adult"
"1899",2017-05-12,"B4R7131","BLUTI",5,"F","0110179839",1,2017,2016,"adult"
"1900",2017-12-01,"B4R7245","BLUTI",3,"F","011017983C",1,2017,2017,"adult"
"1901",2017-11-08,"B4R7216","MARTI",4,"U","011017983E",2,2017,2016,"adult"
"1902",2017-11-24,"B4R7216","MARTI",4,"M","011017983E",2,2017,2016,"adult"
"1903",2020-05-08,"B4R7213","BLUTI",6,"M","0110179841",1,2020,2018,"adult"
"1908",2019-11-15,"B4R7619","BLUTI",5,"M","011017984E",1,2019,2018,"adult"
"1909",2019-05-06,"C3T0813","GRETI",5,"F","0110179850",2,2019,2018,"adult"
"1910",2019-07-10,"C3T0813","GRETI",3,"","0110179850",2,2019,2019,"adult"
"1911",2019-10-18,"B4R7581","BLUTI",6,"M","0110179852",1,2019,2017,"adult"
"1912",2017-01-29,"B4P6967","BLUTI",5,"M","0110179854",1,2017,2016,"adult"
"1914",2018-05-22,"B4R7110","BLUTI",6,"M","0110179855",3,2018,2016,"adult"
"1915",2019-07-31,"B4R7110","BLUTI",4,"","0110179855",3,2019,2018,"adult"
"1916",2019-02-12,"C3T0755","GRETI",6,"M","0110179858",1,2019,2017,"adult"
"1917",2020-05-17,"B4R7871","BLUTI",5,"F","01101798BE",1,2020,2019,"adult"
"1919",2020-02-12,"B4R7712","BLUTI",5,"M","01101798CD",1,2020,2019,"adult"
"1920",2020-11-05,"B5H0012","BLUTI",4,"M","01101798CE",2,2020,2019,"adult"
"1921",2020-11-13,"B5H0012","BLUTI",3,"M","01101798CE",2,2020,2020,"first.year"
"1926",2018-01-09,"B4R7262","MARTI",5,"","01101798E0",1,2018,2017,"adult"
"1927",2017-11-29,"B4R7208","BLUTI",3,"","01101798E6",1,2017,2017,"adult"
"1929",2018-01-21,"B4R7276","BLUTI",6,"M","01101798E9",1,2018,2016,"adult"
"1932",2019-02-21,"B4R7438","BLUTI",5,"F","01101798F6",1,2019,2018,"adult"
"1935",2020-11-16,"B5H0072","BLUTI",3,"M","0110179917",1,2020,2020,"first.year"
"1936",2019-11-11,"B4R7606","MARTI",2,"","011017995B",1,2019,2019,"adult"
"1937",2017-11-08,"B4R7214","MARTI",3,"U","011017995D",2,2017,2017,"adult"
"1938",2017-12-09,"B4R7214","MARTI",3,"F","011017995D",2,2017,2017,"adult"
"1939",2019-12-28,"B4R7688","BLUTI",6,"M","011017995E",1,2019,2017,"adult"
"1940",2017-05-13,"B4R7139","BLUTI",5,"F","0110179961",2,2017,2016,"adult"
"1943",2020-09-30,"B4A0854","MARTI",2,"","0110179965",1,2020,2020,"first.year"
"1946",2020-10-27,"B5H0001","BLUTI",3,"F","011017996A",2,2020,2020,"first.year"
"1947",2020-11-10,"B5H0001","BLUTI",3,"F","011017996A",2,2020,2020,"first.year"
"1948",2019-11-11,"B4R7605","BLUTI",5,"F","011017996E",1,2019,2018,"adult"
"1949",2018-11-07,"B4R7430","BLUTI",5,"M","0110179971",1,2018,2017,"adult"
"1951",2017-11-29,"B4P6990","BLUTI",4,"M","0110179978",1,2017,2016,"adult"
"1953",2017-12-01,"B4R7242","BLUTI",3,"M","0110179981",1,2017,2017,"adult"
"1955",2019-12-09,"B4R7685","MARTI",2,"","0110179988",1,2019,2019,"adult"
"1958",2019-10-28,"B4R7591","BLUTI",6,"M","0110179993",1,2019,2017,"adult"
"1959",2020-11-18,"B4H0081","BLUTI",3,"M","0110179994",1,2020,2020,"first.year"
"1961",2017-11-29,"B1V6949","MARTI",3,"U","01101799F6",2,2017,2017,"adult"
"1962",2017-12-09,"B1V6949","MARTI",4,"M","01101799F6",2,2017,2016,"adult"
"1965",2018-05-17,"B4P6951","BLUTI",6,"M","0110179A09",1,2018,2016,"adult"
"1966",2020-11-06,"B5H00024","BLUTI",4,"M","0110179A0B",1,2020,2019,"adult"
"1968",2020-11-05,"B4A1781","BLUTI",3,"M","0110179A13",3,2020,2020,"first.year"
"1969",2020-11-13,"B4A1781","BLUTI",3,"M","0110179A13",3,2020,2020,"first.year"
"1970",2020-11-18,"B4A1781","BLUTI",3,"M","0110179A13",3,2020,2020,"first.year"
"1971",2017-05-02,"B4R7097","BLUTI",6,"F","0110179A1D",3,2017,2015,"adult"
"1972",2018-05-17,"B4R7097","BLUTI",6,"","0110179A1D",3,2018,2016,"adult"
"1973",2018-10-18,"B4R7097","BLUTI",6,"F","0110179A1D",3,2018,2016,"adult"
"1976",2019-07-31,"B4R7573","MARTI",4,"","0110179A28",2,2019,2018,"adult"
"1981",2018-01-09,"B4R7266","BLUTI",5,"M","0110179A95",1,2018,2017,"adult"
"1982",2019-07-10,"B4R7569","MARTI",4,"","0110179A99",2,2019,2018,"adult"
"1983",2019-07-31,"B4R7569","MARTI",4,"","0110179A99",2,2019,2018,"adult"
"1985",2017-02-11,"B4R7095","MARTI",5,"","0110179AA2",1,2017,2016,"adult"
"1986",2020-02-19,"B4R7714","BLUTI",6,"F","0110179AA6",1,2020,2018,"adult"
"1987",2019-11-06,"B4R7603","BLUTI",5,"F","0110179AA8",1,2019,2018,"adult"
"1991",2020-09-04,"B4R7899","BLUTI",3,"M","0110179AB6",3,2020,2020,"first.year"
"1992",2020-11-12,"B4R7899","BLUTI",3,"M","0110179AB6",3,2020,2020,"first.year"
"1993",2020-11-23,"B4R7899","BLUTI",3,"M","0110179AB6",3,2020,2020,"first.year"
"1998",2020-11-17,"B5H0108","BLUTI",4,"M","0110179AC7",1,2020,2019,"adult"
"1999",2020-02-19,"B4R7713","BLUTI",6,"M","0110179B2C",1,2020,2018,"adult"
"2001",2020-05-08,"B4R7908","BLUTI",5,"F","0110179B33",1,2020,2019,"adult"
"2004",2019-12-31,"B4R7701","BLUTI",5,"M","0110179B46",1,2019,2018,"adult"
"2005",2018-07-27,"B4R7387","MARTI",2,"","0110179B4C",1,2018,2018,"adult"
"2006",2017-11-24,"B4R7225","BLUTI",3,"M","0110179B53",2,2017,2017,"adult"
"2007",2018-01-10,"B4R7225","BLUTI",5,"M","0110179B53",2,2018,2017,"adult"
"2008",2019-12-03,"B4R7669","MARTI",2,"","0110179B56",1,2019,2019,"adult"
"2011",2020-11-16,"B4R7807","MARTI",2,"","0110179B66",2,2020,2020,"first.year"
"2013",2020-11-05,"B4A1661","BLUTI",4,"F","0110179BC3",2,2020,2019,"adult"
"2014",2020-11-18,"B4A1661","BLUTI",3,"F","0110179BC3",2,2020,2020,"first.year"
"2015",2019-11-27,"B4R7640","BLUTI",5,"","0110179BC6",1,2019,2018,"adult"
"2017",2018-05-17,"B4R7309","BLUTI",6,"","0110179BCC",1,2018,2016,"adult"
"2019",2020-02-19,"B4R7716","BLUTI",6,"F","0110179BD0",1,2020,2018,"adult"
"2020",2018-10-18,"B4R7291","BLUTI",6,"F","0110179BD3",1,2018,2016,"adult"
"2021",2018-10-05,"B4R7402","BLUTI",5,"","0110179BD6",1,2018,2017,"adult"
"2023",2018-10-05,"B4R7406","BLUTI",5,"M","0110179BE0",2,2018,2017,"adult"
"2024",2018-10-25,"B4R7406","BLUTI",5,"F","0110179BE0",2,2018,2017,"adult"
"2025",2020-05-20,"B4R7769","BLUTI",6,"M","0110179BE1",2,2020,2018,"adult"
"2028",2016-10-22,"B4R7048","MARTI",4,"","0110179BE5",1,2016,2015,"adult"
"2029",2020-11-17,"B5H0107","BLUTI",3,"F","0110179BE8",1,2020,2020,"first.year"
"2030",2020-11-17,"B5H0105","BLUTI",3,"","0110179BF9",1,2020,2020,"first.year"
"2032",2020-02-10,"B4R7704","BLUTI",6,"M","0110179C5A",1,2020,2018,"adult"
"2033",2016-11-24,"B4R7073","MARTI",3,"","0110179C63",3,2016,2016,"adult"
"2034",2018-01-21,"B4R7073","MARTI",6,"F","0110179C63",3,2018,2016,"adult"
"2035",2018-10-05,"B4R7073","MARTI",6,"","0110179C63",3,2018,2016,"adult"
"2036",2020-10-30,"B5H0010","BLUTI",3,"F","0110179C66",1,2020,2020,"first.year"
"2038",2019-07-31,"B4R7476","BLUTI",3,"","0110179C6B",2,2019,2019,"adult"
"2040",2018-05-14,"B4P6922","BLUTI",6,"F","0110179C78",1,2018,2016,"adult"
"2042",2017-12-09,"B4R7256","BLUTI",4,"F","0110179C84",1,2017,2016,"adult"
"2043",2019-12-03,"B4R7677","BLUTI",5,"F","0110179C8A",1,2019,2018,"adult"
"2044",2019-03-08,"B4R7455","BLUTI",5,"F","0110179CF1",1,2019,2018,"adult"
"2045",2018-07-09,"C3T0562","GRETI",3,"","0110179CF3",1,2018,2018,"adult"
"2046",2019-03-05,"B4R7447","BLUTI",5,"F","0110179CFB",1,2019,2018,"adult"
"2048",2020-05-05,"B4R7901","BLUTI",6,"M","0110179CFD",1,2020,2018,"adult"
"2049",2020-11-06,"B5H0032","BLUTI",3,"F","0110179D00",1,2020,2020,"first.year"
"2050",2018-01-21,"B4R7285","BLUTI",6,"M","0110179D08",1,2018,2016,"adult"
"2051",2016-11-04,"B4R7051","MARTI",3,"","0110179D0E",2,2016,2016,"adult"
"2052",2019-07-31,"B4R7051","MARTI",4,"","0110179D0E",2,2019,2018,"adult"
"2053",2019-12-02,"B4R7667","BLUTI",5,"M","0110179D10",1,2019,2018,"adult"
"2055",2018-10-05,"B4R7407","BLUTI",5,"","0110179D17",1,2018,2017,"adult"
"2056",2020-11-05,"B5H0015","BLUTI",3,"F","0110179D19",1,2020,2020,"first.year"
"2058",2017-11-29,"B4R7233","BLUTI",3,"M","0110179D81",1,2017,2017,"adult"
"2059",2020-02-19,"B4R7717","BLUTI",5,"F","0110179D84",1,2020,2019,"adult"
"2060",2019-11-28,"B4R7659","BLUTI",6,"F","0110179D93",1,2019,2017,"adult"
"2062",2020-08-11,"B4R7893","MARTI",3,"","0110179D9F",3,2020,2020,"first.year"
"2065",2017-02-04,"B4R7091","BLUTI",5,"M","0110179DA4",1,2017,2016,"adult"
"2066",2018-08-23,"B4R7390","BLUTI",3,"","0110179DA7",1,2018,2018,"adult"
"2068",2019-10-25,"C3T0907","GRETI",6,"M","0110179DA8",3,2019,2017,"adult"
"2069",2019-10-25,"C3T0907","GRETI",6,"M","0110179DA8",3,2019,2017,"adult"
"2071",2019-12-29,"B4R7694","BLUTI",5,"M","0110179DAB",1,2019,2018,"adult"
"2072",2019-03-07,"C3T0241","GRETI",6,"M","0110179DAC",1,2019,2017,"adult"
"2073",2019-11-15,"B4R7617","MARTI",2,"","0110179DAD",1,2019,2019,"adult"
"2075",2020-11-20,"B4A1615","BLUTI",3,"F","0110179E0F",1,2020,2020,"first.year"
"2077",2018-05-17,"B4R7302","BLUTI",5,"F","0110179E14",1,2018,2017,"adult"
"2078",2020-11-25,"B4A1887","BLUTI",3,"M","0110179E15",1,2020,2020,"first.year"
"2079",2017-11-24,"B4R7220","BLUTI",3,"F","0110179E16",3,2017,2017,"adult"
"2080",2017-12-01,"B4R7220","BLUTI",3,"M","0110179E16",3,2017,2017,"adult"
"2081",2019-03-07,"B4R7220","BLUTI",6,"M","0110179E16",3,2019,2017,"adult"
"2084",2019-12-03,"B4R7668","MARTI",2,"","0110179E1D",1,2019,2019,"adult"
"2085",2016-11-24,"B4R7072","BLUTI",3,"F","0110179E28",2,2016,2016,"adult"
"2086",2017-02-11,"B4R7072","BLUTI",5,"F","0110179E28",2,2017,2016,"adult"
"2087",2017-12-09,"B4R7249","BLUTI",3,"F","0110179E2B",1,2017,2017,"adult"
"2088",2018-07-12,"B4R7385","MARTI",2,"","0110179E2D",3,2018,2018,"adult"
"2089",2018-08-16,"B4R7385","MARTI",2,"","0110179E2D",3,2018,2018,"adult"
"2090",2018-10-25,"B4R7385","MARTI",2,"","0110179E2D",3,2018,2018,"adult"
"2091",2020-11-18,"B5H0083","BLUTI",4,"F","0110179E33",1,2020,2019,"adult"
"2096",2020-11-05,"B4A1835","BLUTI",3,"","0110179EA3",1,2020,2020,"first.year"
"2097",2020-02-19,"B4R7720","BLUTI",6,"M","0110179EA4",1,2020,2018,"adult"
"2101",2019-03-05,"B4R7745","BLUTI",5,"F","0110179EB6",1,2019,2018,"adult"
"2102",2019-11-27,"B4R7629","BLUTI",6,"F","0110179EBD",1,2019,2017,"adult"
"2107",2018-01-09,"B4R7260","BLUTI",5,"U","0110179F18",1,2018,2017,"adult"
"2108",2020-11-17,"B4A1880","BLUTI",3,"F","0110179F2F",1,2020,2020,"first.year"
"2110",2020-10-27,"B4L1412","MARTI",2,"","0110179F31",4,2020,2020,"first.year"
"2111",2020-11-09,"B4L1412","MARTI",2,"","0110179F31",4,2020,2020,"first.year"
"2112",2020-11-26,"B4L1412","MARTI",2,"","0110179F31",4,2020,2020,"first.year"
"2115",2017-01-29,"B4R7085","BLUTI",5,"M","0110179F3C",1,2017,2016,"adult"
"2117",2020-02-12,"B4R7706","BLUTI",5,"F","0110179F44",1,2020,2019,"adult"
"2118",2019-10-23,"B4R7582","MARTI",2,"","0110179F49",1,2019,2019,"adult"
"2120",2019-11-28,"B4R7655","BLUTI",6,"M","0110179F4F",1,2019,2017,"adult"
"2121",2018-09-21,"B4R7396","BLUTI",3,"","0110179F58",1,2018,2018,"adult"
"2125",2019-12-31,"B4R7700","MARTI",5,"","0110179FCA",1,2019,2018,"adult"
"2126",2019-11-04,"B4R7600","MARTI",2,"","0110179FD8",2,2019,2019,"adult"
"2127",2020-12-02,"B4R7600","MARTI",2,"","0110179FD8",2,2020,2020,"first.year"
"2128",2019-03-05,"B4R7446","BLUTI",6,"F","0110179FDA",1,2019,2017,"adult"
"2130",2017-12-01,"C3T0273","GRETI",3,"F","0110179FDF",2,2017,2017,"adult"
"2131",2017-12-09,"C3T0273","GRETI",4,"F","0110179FDF",2,2017,2016,"adult"
"2132",2020-11-06,"B5H00025","BLUTI",4,"","0110179FE1",1,2020,2019,"adult"
"2135",2019-09-19,"B4R7509","BLUTI",3,"","0110179FE3",2,2019,2019,"adult"
"2136",2019-11-04,"B4R7601","BLUTI",6,"M","011017A03C",1,2019,2017,"adult"
"2139",2017-02-04,"B4R7089","BLUTI",5,"","011017A048",1,2017,2016,"adult"
"2141",2019-03-05,"B4R7448","BLUTI",5,"F","011017A05F",1,2019,2018,"adult"
"2142",2020-05-08,"B4R7906","BLUTI",6,"M","011017A06A",1,2020,2018,"adult"
"2145",2019-02-21,"B4R7436","BLUTI",5,"F","011017A0CC",1,2019,2018,"adult"
